place_id,place_name,place_description,category,city,price,rating,combined
63,Pulau Semak Daun,"Pulau Semak Daun merupakan salah satu pulau yang terletak digugusan kepulauan Seribu. Secara administratif pulau ini termasuk dalam wilayah kabupaten Kepulauan Seribu provinsi DKI Jakarta sebagai daerah penangkaran penyu sisik dengan pantai yang nyaman untuk berenang karena pantainya yang bersih dan landai, berpasir putih, dan bebas bulu babi, terdapat pula daerah yang bagus untuk menyelam dan snorkeling pemula dan letaknya tidak jauh dari pulau Pramuka.","Bahari,Cagar Alam",Jakarta,"Rp40,000",4.0,baharicagar alam pulau semak daun merupakan salah satu pulau yang terletak digugusan kepulauan seribu secara administratif pulau ini termasuk dalam wilayah kabupaten kepulauan seribu provinsi dki jakarta sebagai daerah penangkaran penyu sisik dengan pantai yang nyaman untuk berenang karena pantainya yang bersih dan landai berpasir putih dan bebas bulu babi terdapat pula daerah yang bagus untuk menyelam dan snorkeling pemula dan letaknya tidak jauh dari pulau pramuka jakarta
64,Pulau Tidung,"Pulau Tidung adalah salah satu kelurahan di kecamatan Kepulauan Seribu Selatan, Kabupaten Kepulauan Seribu, Jakarta, Indonesia.","Bahari,Cagar Alam",Jakarta,"Rp150,000",4.5,baharicagar alam pulau tidung adalah salah satu kelurahan di kecamatan kepulauan seribu selatan kabupaten kepulauan seribu jakarta indonesia jakarta
65,Setu Babakan,"Setu Babakan adalah sebuah danau di Jakarta Selatan, Indonesia. Tempat ini dikelilingi oleh hutan bakau dan rumah-rumah tradisional Betawi. Setu Babakan juga merupakan pusat budaya Betawi dengan berbagai atraksi seperti pertunjukan seni, kerajinan tangan, dan kuliner khas Betawi. Pengunjung dapat menikmati suasana alam yang asri serta mempelajari kebudayaan Betawi yang kaya dan tradisional.",Budaya,Jakarta,Gratis,4.4,budaya setu babakan adalah sebuah danau di jakarta selatan indonesia tempat ini dikelilingi oleh hutan bakau dan rumahrumah tradisional betawi setu babakan juga merupakan pusat budaya betawi dengan berbagai atraksi seperti pertunjukan seni kerajinan tangan dan kuliner khas betawi pengunjung dapat menikmati suasana alam yang asri serta mempelajari kebudayaan betawi yang kaya dan tradisional jakarta
66,Taman Agrowisata Cilangkap,"Taman Agrowisata Cilangkap adalah destinasi wisata peternakan dan pertanian yang terletak di Cilangkap, Jakarta Timur. Tempat ini menawarkan pengalaman interaktif dengan hewan ternak, seperti kambing, sapi, dan kelinci. Pengunjung juga dapat belajar tentang proses pertanian, seperti menanam dan memanen tanaman. Tersedia juga berbagai kegiatan seperti permainan keluarga, bersepeda, dan memancing. Taman Agrowisata Cilangkap adalah tempat yang menyenangkan untuk menghabiskan waktu bersama keluarga sambil belajar tentang kehidupan pertanian dan peternakan.",Taman Hiburan,Jakarta,Gratis,4.2,taman hiburan taman agrowisata cilangkap adalah destinasi wisata peternakan dan pertanian yang terletak di cilangkap jakarta timur tempat ini menawarkan pengalaman interaktif dengan hewan ternak seperti kambing sapi dan kelinci pengunjung juga dapat belajar tentang proses pertanian seperti menanam dan memanen tanaman tersedia juga berbagai kegiatan seperti permainan keluarga bersepeda dan memancing taman agrowisata cilangkap adalah tempat yang menyenangkan untuk menghabiskan waktu bersama keluarga sambil belajar tentang kehidupan pertanian dan peternakan jakarta
67,Wisata Alam Mangrove Angke,"Taman Wisata Alam Mangrove Angke Kapuk adalah kawasan konservasi mangrove yang terletak di Jakarta Utara. Kawasan ini menawarkan pengalaman eksplorasi alam yang unik dengan jalur kayaking atau perahu keliling, serta jembatan kayu yang melintasi hutan mangrove.",Cagar Alam,Jakarta,"Rp25,000",4.3,cagar alam taman wisata alam mangrove angke kapuk adalah kawasan konservasi mangrove yang terletak di jakarta utara kawasan ini menawarkan pengalaman eksplorasi alam yang unik dengan jalur kayaking atau perahu keliling serta jembatan kayu yang melintasi hutan mangrove jakarta
68,Taman Nasional Berbak,"Taman Nasional Berbak adalah kawasan konservasi alam yang terletak di Provinsi Jambi, Indonesia. Taman ini memiliki luas lebih dari 1 juta hektar dan merupakan habitat bagi beragam spesies satwa liar, seperti harimau sumatera, gajah, dan berbagai jenis burung. Taman ini juga memiliki hutan bakau yang luas yang menjadi tempat bersarangnya berbagai spesies burung laut.","Cagar Alam,Taman Nasional",Jambi,"Rp10,000",4.2,cagar alamtaman nasional taman nasional berbak adalah kawasan konservasi alam yang terletak di provinsi jambi indonesia taman ini memiliki luas lebih dari 1 juta hektar dan merupakan habitat bagi beragam spesies satwa liar seperti harimau sumatera gajah dan berbagai jenis burung taman ini juga memiliki hutan bakau yang luas yang menjadi tempat bersarangnya berbagai spesies burung laut jambi
69,Taman Nasional Bukit Duabelas,"Taman Nasional Bukit Duabelas adalah taman nasional yang terletak di provinsi Jambi, Indonesia. Taman ini dikenal dengan keindahan hutan hujan tropisnya dan keberadaan suku Anak Dalam yang masih hidup secara tradisional. Pengunjung dapat melakukan trekking, berinteraksi dengan suku Anak Dalam, dan menikmati keindahan alam yang masih asli di sini.","Cagar Alam,Taman Nasional",Jambi,"Rp10,000",4.0,cagar alamtaman nasional taman nasional bukit duabelas adalah taman nasional yang terletak di provinsi jambi indonesia taman ini dikenal dengan keindahan hutan hujan tropisnya dan keberadaan suku anak dalam yang masih hidup secara tradisional pengunjung dapat melakukan trekking berinteraksi dengan suku anak dalam dan menikmati keindahan alam yang masih asli di sini jambi
70,Taman Nasional Bukit Tigapuluh,"Taman nasional ini dikenal karena kekayaan biodiversitasnya, termasuk populasi harimau Sumatera, gajah Sumatera, orangutan, dan berbagai spesies tumbuhan langka.","Cagar Alam,Taman Nasional",Jambi,"Rp15,000",4.1,cagar alamtaman nasional taman nasional ini dikenal karena kekayaan biodiversitasnya termasuk populasi harimau sumatera gajah sumatera orangutan dan berbagai spesies tumbuhan langka jambi
71,Taman Nasional Meru Betiri,Taman nasional yang memiliki keanekaragaman hayati yang kaya dan ekosistem yang unik. Taman ini terkenal karena menjadi tempat berkembang biaknya penyu hijau (Chelonia mydas) dan penyu sisik (Eretmochelys imbricata).,"Budaya,Cagar Alam,Taman Nasional",Jember,"Rp7,500",4.6,budayacagar alamtaman nasional taman nasional yang memiliki keanekaragaman hayati yang kaya dan ekosistem yang unik taman ini terkenal karena menjadi tempat berkembang biaknya penyu hijau chelonia mydas dan penyu sisik eretmochelys imbricata jember
72,Taman Nasional Karimunjawa,"Taman Nasional Karimunjawa adalah sebuah taman nasional yang terletak di Kepulauan Karimunjawa, Jawa Tengah, Indonesia. Taman nasional ini terkenal karena keindahan alam bawah lautnya, pantai-pantai berpasir putih, dan keanekaragaman hayati yang melimpah.","Bahari,Taman Hiburan,Taman Nasional",Jepara,"Rp7,500",4.7,baharitaman hiburantaman nasional taman nasional karimunjawa adalah sebuah taman nasional yang terletak di kepulauan karimunjawa jawa tengah indonesia taman nasional ini terkenal karena keindahan alam bawah lautnya pantaipantai berpasir putih dan keanekaragaman hayati yang melimpah jepara
73,Taman Nasional Betung Kerihun,"Taman Nasional Betung Kerihun merupakan salah satu taman nasional terbesar di Indonesia. Taman ini terkenal karena keindahan alamnya yang meliputi hutan hujan tropis, sungai, dan pegunungan. Taman ini juga menjadi habitat bagi berbagai spesies flora dan fauna langka.","Cagar Alam,Taman Nasional",Kapuas Hulu,"Rp10,000",4.4,cagar alamtaman nasional taman nasional betung kerihun merupakan salah satu taman nasional terbesar di indonesia taman ini terkenal karena keindahan alamnya yang meliputi hutan hujan tropis sungai dan pegunungan taman ini juga menjadi habitat bagi berbagai spesies flora dan fauna langka kapuas hulu
74,Taman Nasional Tanjung Puting,"Taman Nasional Tanjung Puting terkenal karena menjadi habitat bagi populasi terbesar orangutan liar di dunia. Taman ini meliputi area hutan rawa gambut, sungai, dan hutan hujan tropis. Selain orangutan, taman ini juga merupakan rumah bagi berbagai spesies flora dan fauna yang langka.","Bahari,Cagar Alam,Taman Hiburan,Taman Nasional",Kotawaringin,"Rp5,000",4.7,baharicagar alamtaman hiburantaman nasional taman nasional tanjung puting terkenal karena menjadi habitat bagi populasi terbesar orangutan liar di dunia taman ini meliputi area hutan rawa gambut sungai dan hutan hujan tropis selain orangutan taman ini juga merupakan rumah bagi berbagai spesies flora dan fauna yang langka kotawaringin
75,Taman Wisata Alam Kubu Raya,"Taman Wisata Alam Kubu Raya terletak di Kalimantan Barat dan memiliki luas sekitar 2.278 hektar. Tempat wisata ini memiliki keindahan alam yang menakjubkan seperti air terjun, danau, danau buatan, serta berbagai macam flora dan fauna. ","Budaya,Cagar Alam",Kubu Raya,"Rp5,000",4.6,budayacagar alam taman wisata alam kubu raya terletak di kalimantan barat dan memiliki luas sekitar 2278 hektar tempat wisata ini memiliki keindahan alam yang menakjubkan seperti air terjun danau danau buatan serta berbagai macam flora dan fauna  kubu raya
76,Desa Wisata Nglinggo,"Desa Wisata Nglinggo terletak di Kabupaten Kulon Progo, Yogyakarta, Indonesia. Desa ini terkenal dengan keindahan alamnya yang asri, terutama sawah, hutan, dan sungai. Di Desa Wisata Nglinggo, pengunjung dapat melakukan berbagai aktivitas seperti hiking, camping, atau hanya sekadar menikmati keindahan alam yang menakjubkan.",Desa Wisata,Kulon Progo,"Rp5,000",4.4,desa wisata desa wisata nglinggo terletak di kabupaten kulon progo yogyakarta indonesia desa ini terkenal dengan keindahan alamnya yang asri terutama sawah hutan dan sungai di desa wisata nglinggo pengunjung dapat melakukan berbagai aktivitas seperti hiking camping atau hanya sekadar menikmati keindahan alam yang menakjubkan kulon progo
77,Hutan Mangrove Kulon Progo,Di sini ada kawasan wisata Hutan Mangrove Kulon Progo yang menyajikan keindahan alamnya. hutan Mangrove ini memberikan pesona tersendiri selain pantai Glagah yang sudah menjadi primadona di Kulon Progo ini. Letak lokasi hutan mangrove Kulon Progo ini sejatinya sudah masuk ke kawasan Pasir Mendit Kecamatan Temon Kulon Progo.,Cagar Alam,Kulon Progo,"Rp5,000",4.7,cagar alam di sini ada kawasan wisata hutan mangrove kulon progo yang menyajikan keindahan alamnya hutan mangrove ini memberikan pesona tersendiri selain pantai glagah yang sudah menjadi primadona di kulon progo ini letak lokasi hutan mangrove kulon progo ini sejatinya sudah masuk ke kawasan pasir mendit kecamatan temon kulon progo kulon progo
78,Taman Hutan Raya Bukit Soeharto,"Taman Hutan Raya Bukit Soeharto terletak di Kabupaten Kutai Kartanegara, Kalimantan Timur, Indonesia. Taman hutan raya ini terkenal dengan keindahan alamnya yang asri, terutama keanekaragaman flora dan fauna, dan sungai yang indah. Di Taman Hutan Raya Bukit Soeharto, pengunjung dapat melakukan berbagai aktivitas seperti hiking, camping, atau sekadar menikmati keindahan alam yang menakjubkan. ","Cagar Alam,Taman Nasional",Kalimantan Timur,"Rp3,000",4.4,cagar alamtaman nasional taman hutan raya bukit soeharto terletak di kabupaten kutai kartanegara kalimantan timur indonesia taman hutan raya ini terkenal dengan keindahan alamnya yang asri terutama keanekaragaman flora dan fauna dan sungai yang indah di taman hutan raya bukit soeharto pengunjung dapat melakukan berbagai aktivitas seperti hiking camping atau sekadar menikmati keindahan alam yang menakjubkan  kalimantan timur
79,Taman Nasional Bukit Barisan Selatan,"Taman Nasional Bukit Barisan Selatan merupakan salah satu kawasan konservasi yang penting di Indonesia. Taman ini terletak di pegunungan Bukit Barisan dan memiliki keanekaragaman hayati yang tinggi, termasuk spesies langka seperti harimau Sumatera dan badak Sumatera. Taman Nasional ini juga memiliki pemandangan alam yang indah, termasuk pegunungan, hutan hujan tropis, sungai, dan air terjun.","Taman Nasional,Cagar Alam",Lampung,"Rp15,000",4.4,taman nasionalcagar alam taman nasional bukit barisan selatan merupakan salah satu kawasan konservasi yang penting di indonesia taman ini terletak di pegunungan bukit barisan dan memiliki keanekaragaman hayati yang tinggi termasuk spesies langka seperti harimau sumatera dan badak sumatera taman nasional ini juga memiliki pemandangan alam yang indah termasuk pegunungan hutan hujan tropis sungai dan air terjun lampung
80,Taman Nasional Way Kambas,"Taman ini merupakan salah satu kawasan konservasi yang penting di Indonesia dan dikenal karena menjadi tempat perlindungan bagi gajah Sumatera yang terancam punah. Taman Nasional Way Kambas juga memiliki keanekaragaman hayati yang kaya, termasuk flora dan fauna yang langka dan dilindungi.","Taman Nasional,Cagar Alam",Lampung,"Rp7,000",4.3,taman nasionalcagar alam taman ini merupakan salah satu kawasan konservasi yang penting di indonesia dan dikenal karena menjadi tempat perlindungan bagi gajah sumatera yang terancam punah taman nasional way kambas juga memiliki keanekaragaman hayati yang kaya termasuk flora dan fauna yang langka dan dilindungi lampung
81,Desa Wisata Lembah Harau,"Desa Wisata Lembah Harau terletak di Kabupaten Limapuluh Kota, Sumatra Barat, Indonesia. Desa wisata ini terkenal dengan keindahan alamnya yang asri, terutama air terjun dan tebing karstnya yang menjulang tinggi. Di Desa Wisata Lembah Harau, pengunjung dapat melakukan berbagai aktivitas seperti hiking, camping, atau hanya sekadar menikmati pemandangan yang menakjubkan.",Desa Wisata,Sumatera Barat,"Rp10,000",4.5,desa wisata desa wisata lembah harau terletak di kabupaten limapuluh kota sumatra barat indonesia desa wisata ini terkenal dengan keindahan alamnya yang asri terutama air terjun dan tebing karstnya yang menjulang tinggi di desa wisata lembah harau pengunjung dapat melakukan berbagai aktivitas seperti hiking camping atau hanya sekadar menikmati pemandangan yang menakjubkan sumatera barat
82,Taman Nasional Gunung Rinjani,"Taman ini meliputi area luas yang mencakup Gunung Rinjani, gunung berapi aktif yang merupakan gunung tertinggi kedua di Indonesia. Taman Nasional Gunung Rinjani terkenal karena keindahan pemandangan alamnya, seperti danau kaldera Segara Anak, air terjun, hutan tropis, dan flora serta fauna yang khas.","Taman Nasional,Cagar Alam",Lombok,"Rp10,000",4.7,taman nasionalcagar alam taman ini meliputi area luas yang mencakup gunung rinjani gunung berapi aktif yang merupakan gunung tertinggi kedua di indonesia taman nasional gunung rinjani terkenal karena keindahan pemandangan alamnya seperti danau kaldera segara anak air terjun hutan tropis dan flora serta fauna yang khas lombok
83,Desa Wisata Sade,"Desa Wisata Sade adalah sebuah desa tradisional yang terletak di Lombok, Nusa Tenggara Barat, Indonesia. Desa ini terkenal dengan keaslian budaya Sasaknya. Pengunjung dapat mengalami kehidupan tradisional Sasak dengan mengunjungi rumah tradisional, mempelajari kerajinan tangan seperti tenun ikat, dan menyaksikan pertunjukan seni tradisional. Desa ini juga memiliki lingkungan alam yang indah dengan pemandangan persawahan yang hijau. Pengunjung dapat berinteraksi dengan penduduk lokal yang ramah dan menjelajahi kehidupan pedesaan yang otentik di Desa Wisata Sade.",Budaya,Lombok,"Rp20,000",4.6,budaya desa wisata sade adalah sebuah desa tradisional yang terletak di lombok nusa tenggara barat indonesia desa ini terkenal dengan keaslian budaya sasaknya pengunjung dapat mengalami kehidupan tradisional sasak dengan mengunjungi rumah tradisional mempelajari kerajinan tangan seperti tenun ikat dan menyaksikan pertunjukan seni tradisional desa ini juga memiliki lingkungan alam yang indah dengan pemandangan persawahan yang hijau pengunjung dapat berinteraksi dengan penduduk lokal yang ramah dan menjelajahi kehidupan pedesaan yang otentik di desa wisata sade lombok
84,Taman Nasional Gunung Merbabu,"Taman Nasional Gunung Merbabu adalah sebuah taman nasional yang terletak di Provinsi Jawa Tengah, Indonesia. Taman nasional ini terkenal karena keindahan gunungnya, flora dan fauna yang beragam, serta trekking yang menantang.","Budaya,Taman Nasional",Magelang,"Rp7,500",4.7,budayataman nasional taman nasional gunung merbabu adalah sebuah taman nasional yang terletak di provinsi jawa tengah indonesia taman nasional ini terkenal karena keindahan gunungnya flora dan fauna yang beragam serta trekking yang menantang magelang
85,Desa Wisata Jodipan,"Desa Wisata Jodipan, juga dikenal sebagai Kampung Warna-Warni Jodipan, adalah destinasi wisata yang terkenal karena keindahan dan keunikan warna-warni rumah-rumahnya. Desa ini diubah menjadi sebuah kanvas besar yang dihiasi dengan mural dan cat warna-warni yang cerah, menciptakan suasana yang ceria dan menarik perhatian pengunjung.",Budaya,Malang,"Rp3,000",4.5,budaya desa wisata jodipan juga dikenal sebagai kampung warnawarni jodipan adalah destinasi wisata yang terkenal karena keindahan dan keunikan warnawarni rumahrumahnya desa ini diubah menjadi sebuah kanvas besar yang dihiasi dengan mural dan cat warnawarni yang cerah menciptakan suasana yang ceria dan menarik perhatian pengunjung malang
86,Desa Wisata Ngadas,"Desa ini terkenal karena keindahan alamnya yang mempesona, pemandangan gunung yang spektakuler, serta budaya dan kehidupan masyarakat yang masih memegang teguh tradisi-tradisi lokal.","Cagar Alam,Desa Wisata",Malang,Gratis,4.5,cagar alamdesa wisata desa ini terkenal karena keindahan alamnya yang mempesona pemandangan gunung yang spektakuler serta budaya dan kehidupan masyarakat yang masih memegang teguh tradisitradisi lokal malang
87,Taman Hutan Raya R. Soerjo,Taman Hutan Raya R. Soerjo terletak di Jawa Timur dan memiliki luas sekitar 15.000 hektar. Tempat wisata ini memiliki keanekaragaman flora dan fauna yang sangat beragam.,"Cagar Alam,Taman Hiburan",Malang,"Rp5,000",4.5,cagar alamtaman hiburan taman hutan raya r soerjo terletak di jawa timur dan memiliki luas sekitar 15000 hektar tempat wisata ini memiliki keanekaragaman flora dan fauna yang sangat beragam malang
88,Taman Nasional Bromo Tengger Semeru,"Taman nasional ini terkenal karena keindahan alamnya yang menakjubkan, termasuk Gunung Bromo, Gunung Semeru, dan Kawah Tengger. Area ini menawarkan pemandangan spektakuler, seperti padang pasir luas, lautan kabut, dan pemandangan gunung yang megah.","Budaya,Taman Nasional",Malang,"Rp30,000",4.8,budayataman nasional taman nasional ini terkenal karena keindahan alamnya yang menakjubkan termasuk gunung bromo gunung semeru dan kawah tengger area ini menawarkan pemandangan spektakuler seperti padang pasir luas lautan kabut dan pemandangan gunung yang megah malang
89,Taman Wisata Alam Puncak Banyu Biru,"Taman Wisata Alam Puncak Banyu Biru terletak di Kabupaten Malang, Jawa Timur, Indonesia. Taman wisata ini terkenal dengan keindahan alamnya yang asri, terutama hutan pinus, dan air terjun yang indah. Di Taman Wisata Alam Puncak Banyu Biru, pengunjung dapat melakukan berbagai aktivitas seperti hiking, camping, atau sekadar menikmati keindahan alam yang mempesona.","Budaya,Cagar Alam",Malang,"Rp15,000",4.2,budayacagar alam taman wisata alam puncak banyu biru terletak di kabupaten malang jawa timur indonesia taman wisata ini terkenal dengan keindahan alamnya yang asri terutama hutan pinus dan air terjun yang indah di taman wisata alam puncak banyu biru pengunjung dapat melakukan berbagai aktivitas seperti hiking camping atau sekadar menikmati keindahan alam yang mempesona malang
90,Pulau Kanawa,"Pulau Kanawa terletak di perairan Laut Flores, Nusa Tenggara Timur, Indonesia. Pulau ini terkenal dengan pantai berpasir putih, air laut yang jernih, dan keindahan bawah lautnya yang mempesona. Di Pulau Kanawa, pengunjung dapat melakukan berbagai aktivitas seperti snorkeling, diving, atau hanya sekadar bersantai di pantai.","Bahari,Cagar Alam",Manggarai,"Rp150,000",4.6,baharicagar alam pulau kanawa terletak di perairan laut flores nusa tenggara timur indonesia pulau ini terkenal dengan pantai berpasir putih air laut yang jernih dan keindahan bawah lautnya yang mempesona di pulau kanawa pengunjung dapat melakukan berbagai aktivitas seperti snorkeling diving atau hanya sekadar bersantai di pantai manggarai
91,Taman Nasional Komodo,"Taman Nasional Komodo terletak di Kepulauan Nusa Tenggara, Indonesia. Taman nasional ini terkenal dengan keanekaragaman hayatinya, termasuk satwa komodo yang menjadi primadona tempat ini. Di Taman Nasional Komodo, pengunjung dapat menikmati keindahan alam dan keanekaragaman hayati yang luar biasa.","Bahari,Taman Hiburan,Taman Nasional",Manggarai,"Rp300,000",4.7,baharitaman hiburantaman nasional taman nasional komodo terletak di kepulauan nusa tenggara indonesia taman nasional ini terkenal dengan keanekaragaman hayatinya termasuk satwa komodo yang menjadi primadona tempat ini di taman nasional komodo pengunjung dapat menikmati keindahan alam dan keanekaragaman hayati yang luar biasa manggarai
92,Pantai Klayar,"Pantai ini terkenal dengan keindahan alamnya, dengan pasir putih yang lembut, tebing karang yang menjulang tinggi, dan ombak yang kuat. Pemandangan pantai yang eksotis dan suasana yang tenang menjadikan Pantai Klayar sebagai tujuan wisata yang populer.","Bahari,Cagar Alam",Pacitan,"Rp10,000",4.5,baharicagar alam pantai ini terkenal dengan keindahan alamnya dengan pasir putih yang lembut tebing karang yang menjulang tinggi dan ombak yang kuat pemandangan pantai yang eksotis dan suasana yang tenang menjadikan pantai klayar sebagai tujuan wisata yang populer pacitan
93,Taman Hutan Raya Bung Hatta,"Taman Hutan Raya Bung Hatta terletak di Kota Padang, Sumatra Barat, Indonesia. Taman hutan raya ini terkenal dengan keindahan alamnya yang asri, terutama hutan dan sungai yang mempesona. Di Taman Hutan Raya Bung Hatta, pengunjung dapat melakukan berbagai aktivitas seperti hiking, camping, atau sekadar menikmati keindahan alam yang menakjubkan. ","Cagar Alam,Taman Hiburan",Padang,"Rp5,000",4.0,cagar alamtaman hiburan taman hutan raya bung hatta terletak di kota padang sumatra barat indonesia taman hutan raya ini terkenal dengan keindahan alamnya yang asri terutama hutan dan sungai yang mempesona di taman hutan raya bung hatta pengunjung dapat melakukan berbagai aktivitas seperti hiking camping atau sekadar menikmati keindahan alam yang menakjubkan  padang
94,Taman Wisata Alam Punti Kayu,"Taman Wisata Alam Punti Kayu terletak di Kota Palembang, Sumatera Selatan. Tempat wisata ini memiliki berbagai macam fasilitas rekreasi seperti taman bermain, kolam renang, danau, dan lapangan olahraga.","Budaya,Cagar Alam",Palembang,"Rp10,000",4.3,budayacagar alam taman wisata alam punti kayu terletak di kota palembang sumatera selatan tempat wisata ini memiliki berbagai macam fasilitas rekreasi seperti taman bermain kolam renang danau dan lapangan olahraga palembang
95,Taman Nasional Teluk Cendrawasih,Taman Nasional Teluk Cenderawasih adalah kawasan konservasi laut di Papua yang memiliki terumbu karang terluas di dunia. Terumbu karang ini menjadi rumah bagi berbagai jenis ikan dan satwa laut seperti hiu paus dan penyu hijau. Taman Nasional Teluk Cenderawasih juga menyuguhkan pemandangan alam yang indah serta kegiatan snorkeling dan diving yang menarik.,Taman Nasional,Papua Barat,"Rp20,000",4.3,taman nasional taman nasional teluk cenderawasih adalah kawasan konservasi laut di papua yang memiliki terumbu karang terluas di dunia terumbu karang ini menjadi rumah bagi berbagai jenis ikan dan satwa laut seperti hiu paus dan penyu hijau taman nasional teluk cenderawasih juga menyuguhkan pemandangan alam yang indah serta kegiatan snorkeling dan diving yang menarik papua barat
96,Taman Hutan Raya Sultan Syarif Hasyim,"Taman Hutan Raya Sultan Syarif Hasyim adalah taman hutan yang terletak di kota Pekanbaru, Riau, Indonesia. Taman ini memiliki luas sekitar 1.300 hektar dan merupakan salah satu area konservasi hutan tropis yang penting di Indonesia. Di sini terdapat berbagai macam flora dan fauna langka yang dilindungi serta jalur hiking dan fasilitas pendukung lainnya.","Cagar Alam,Taman Nasional",Pekanbaru,Gratis,4.2,cagar alamtaman nasional taman hutan raya sultan syarif hasyim adalah taman hutan yang terletak di kota pekanbaru riau indonesia taman ini memiliki luas sekitar 1300 hektar dan merupakan salah satu area konservasi hutan tropis yang penting di indonesia di sini terdapat berbagai macam flora dan fauna langka yang dilindungi serta jalur hiking dan fasilitas pendukung lainnya pekanbaru
97,Taman Nasional Tesso Nilo,"Taman Nasional Tesso Nilo terletak di Riau dan memiliki luas sekitar 83.068 hektar. Tempat wisata ini terkenal dengan keanekaragaman flora dan fauna seperti harimau sumatera, gajah, dan orangutan.","Cagar Alam,Taman Nasional",Pelalawan,"Rp15,000",4.0,cagar alamtaman nasional taman nasional tesso nilo terletak di riau dan memiliki luas sekitar 83068 hektar tempat wisata ini terkenal dengan keanekaragaman flora dan fauna seperti harimau sumatera gajah dan orangutan pelalawan
98,Taman Hutan Raya Wan Abdul Rachman,"Taman Hutan Raya Wan Abdul Rachman berlokasi di Lampung dan memiliki luas sekitar 15.000 hektar. Tempat wisata ini memiliki berbagai macam atraksi seperti air terjun, danau, serta beberapa jenis tumbuhan yang langka. ","Cagar Alam,Taman Nasional",Pesawaran,"Rp5,000",4.4,cagar alamtaman nasional taman hutan raya wan abdul rachman berlokasi di lampung dan memiliki luas sekitar 15000 hektar tempat wisata ini memiliki berbagai macam atraksi seperti air terjun danau serta beberapa jenis tumbuhan yang langka  pesawaran
99,Taman Wisata Alam Hutan Albasia,"Taman Wisata Alam Kubu Raya adalah taman wisata alam yang terletak di Kalimantan Barat, Indonesia. Taman ini memiliki hutan yang luas dan beragam spesies flora dan fauna yang menarik untuk dijelajahi. Pengunjung dapat melakukan kegiatan seperti hiking, camping, dan berburu foto alam yang indah di sini.","Budaya,Cagar Alam",Pontianak,"Rp5,000",4.1,budayacagar alam taman wisata alam kubu raya adalah taman wisata alam yang terletak di kalimantan barat indonesia taman ini memiliki hutan yang luas dan beragam spesies flora dan fauna yang menarik untuk dijelajahi pengunjung dapat melakukan kegiatan seperti hiking camping dan berburu foto alam yang indah di sini pontianak
100,Taman Buru Gunung Masigit Kareumbi,"Taman Wisata Alam Gunung Masigit adalah tempat wisata alam yang terletak di Purwakarta, Jawa Barat, Indonesia. Taman ini terkenal dengan keindahan panorama pegunungan dan hutan serta berbagai aktivitas seperti camping, hiking, dan off-road.",Cagar Alam,Purwakarta,"Rp5,000",4.3,cagar alam taman wisata alam gunung masigit adalah tempat wisata alam yang terletak di purwakarta jawa barat indonesia taman ini terkenal dengan keindahan panorama pegunungan dan hutan serta berbagai aktivitas seperti camping hiking dan offroad purwakarta
101,Taman Nasional Kutai,"Taman Nasional Kutai adalah sebuah taman nasional yang terletak di Kalimantan Timur, Indonesia. Taman ini memiliki luas sekitar 200.000 hektar dan menjadi habitat bagi berbagai macam spesies flora dan fauna, seperti orangutan, bekantan, dan harimau. Pengunjung dapat menikmati keindahan alam dengan berjalan-jalan atau mengikuti program tur yang disediakan oleh pihak taman nasional.","Cagar Alam,Taman Nasional",Samarinda,"Rp15,000",4.7,cagar alamtaman nasional taman nasional kutai adalah sebuah taman nasional yang terletak di kalimantan timur indonesia taman ini memiliki luas sekitar 200000 hektar dan menjadi habitat bagi berbagai macam spesies flora dan fauna seperti orangutan bekantan dan harimau pengunjung dapat menikmati keindahan alam dengan berjalanjalan atau mengikuti program tur yang disediakan oleh pihak taman nasional samarinda
102,Air Terjun Kali Pancur,"Kali Pancur Getasan merupakan kawasan wisata alam Air Terjun Kali Pancur ini berada di Desa Nogosaren, Kecamatan Getasan, Kabupaten Semarang, sekitar 14 km sebelah barat Kota Salatiga. Untuk menuju ke lokasi objek wisata ini tidak ada sarana transportasi umum, jadi harus membawa kendaraan sendiri.",Cagar Alam,Semarang,"Rp5,000",4.1,cagar alam kali pancur getasan merupakan kawasan wisata alam air terjun kali pancur ini berada di desa nogosaren kecamatan getasan kabupaten semarang sekitar 14 km sebelah barat kota salatiga untuk menuju ke lokasi objek wisata ini tidak ada sarana transportasi umum jadi harus membawa kendaraan sendiri semarang
